locus_tag	ftype	length_bp	gene	EC_number	COG	product
IDBKNKLP_03109	CDS	408				hypothetical protein
IDBKNKLP_03110	CDS	324				hypothetical protein
IDBKNKLP_03111	CDS	3369	recC	3.1.11.5	COG1330	RecBCD enzyme subunit RecC
IDBKNKLP_03112	CDS	2889	ptrA	3.4.24.55	COG1025	Protease 3
IDBKNKLP_03113	CDS	3543	recB	3.1.11.5	COG1074	RecBCD enzyme subunit RecB
IDBKNKLP_03114	CDS	1827	recD	3.1.11.5	COG0507	RecBCD enzyme subunit RecD
IDBKNKLP_03115	CDS	1332	argA	2.3.1.1	COG0548	Amino-acid acetyltransferase
IDBKNKLP_03116	CDS	1254	amiC	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiC
IDBKNKLP_03117	tRNA	77				tRNA-Met(cat)
IDBKNKLP_03118	CDS	1098	mltA	4.2.2.-	COG2821	Membrane-bound lytic murein transglycosylase A
IDBKNKLP_03119	CDS	807	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
IDBKNKLP_03120	CDS	444	csdE		COG2166	Sulfur acceptor protein CsdE
IDBKNKLP_03121	CDS	1206	csdA	2.8.1.7	COG0520	Cysteine desulfurase CsdA
IDBKNKLP_03122	CDS	228	ygdR_2			putative lipoprotein YgdR
IDBKNKLP_03123	CDS	918	gcvA			Glycine cleavage system transcriptional activator
IDBKNKLP_03124	CDS	396				hypothetical protein
IDBKNKLP_03125	CDS	1101	rlmM	2.1.1.186	COG2933	Ribosomal RNA large subunit methyltransferase M
IDBKNKLP_03126	CDS	732	ydjF_2		COG1349	putative HTH-type transcriptional regulator YdjF
IDBKNKLP_03127	CDS	423	fucU	5.1.3.29	COG4154	L-fucose mutarotase
IDBKNKLP_03128	CDS	1419	fucK	2.7.1.51	COG1070	L-fuculokinase
IDBKNKLP_03129	CDS	1776	fucI	5.3.1.25	COG2407	L-fucose isomerase
IDBKNKLP_03130	CDS	1500	rbsA_2	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
IDBKNKLP_03131	CDS	984	rbsC_2		COG1172	Ribose import permease protein RbsC
IDBKNKLP_03132	CDS	951	rbsB		COG1879	Ribose import binding protein RbsB
IDBKNKLP_03133	CDS	1581	araB_2	2.7.1.16	COG1069	Ribulokinase
IDBKNKLP_03134	CDS	999	cra_2		COG1609	Catabolite repressor/activator
IDBKNKLP_03135	CDS	462	fucA_1	4.1.2.17	COG0235	L-fuculose phosphate aldolase
IDBKNKLP_03136	CDS	276			COG1662	IS1 family transposase IS1A
IDBKNKLP_03137	CDS	378			COG1662	IS1 family transposase IS1R
IDBKNKLP_03138	CDS	198	fucA_2	4.1.2.17	COG0235	L-fuculose phosphate aldolase
IDBKNKLP_03139	CDS	1149	fucO	1.1.1.77	COG1454	Lactaldehyde reductase
IDBKNKLP_03140	CDS	846	ygdG	3.1.-.-	COG0258	Flap endonuclease Xni
IDBKNKLP_03141	CDS	1368	sdaB	4.3.1.17	COG1760	L-serine dehydratase 2
IDBKNKLP_03142	CDS	1290	sdaC		COG0814	Serine transporter
IDBKNKLP_03143	CDS	1365	ppnN	3.2.2.-	COG1611	Pyrimidine/purine nucleotide 5'-monophosphate nucleosidase
IDBKNKLP_03144	CDS	849	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
IDBKNKLP_03145	CDS	546	syd			Protein Syd
IDBKNKLP_03146	CDS	330	yqcC		COG3098	putative protein YqcC
IDBKNKLP_03147	CDS	783	truC	5.4.99.26	COG0564	tRNA pseudouridine synthase C
IDBKNKLP_03148	CDS	450			COG0716	putative protein
IDBKNKLP_03149	CDS	1353	gudP			putative glucarate transporter
IDBKNKLP_03150	CDS	1341	gudX	4.2.1.-	COG4948	Glucarate dehydratase-related protein
IDBKNKLP_03151	CDS	1341	gudD	4.2.1.40	COG4948	Glucarate dehydratase
IDBKNKLP_03152	CDS	2757	barA	2.7.13.3	COG0784	Signal transduction histidine-protein kinase BarA
IDBKNKLP_03153	CDS	1302	rlmD	2.1.1.190	COG2265	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
IDBKNKLP_03154	CDS	2235	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
IDBKNKLP_03155	CDS	249	mazE		COG2336	Antitoxin MazE
IDBKNKLP_03156	CDS	336	mazF	3.1.27.-	COG2337	Endoribonuclease toxin MazF
IDBKNKLP_03157	CDS	792	mazG	3.6.1.8	COG1694	Nucleoside triphosphate pyrophosphohydrolase
IDBKNKLP_03158	CDS	1638	pyrG	6.3.4.2	COG0504	CTP synthase
IDBKNKLP_03159	CDS	1299	eno	4.2.1.11	COG0148	Enolase
IDBKNKLP_03160	CDS	873				hypothetical protein
IDBKNKLP_03161	CDS	141	yqcG			putative protein YqcG
IDBKNKLP_03162	CDS	672	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
	repeat_region	823				
IDBKNKLP_03163	CDS	1479	lsrK	2.7.1.189	COG1070	Autoinducer-2 kinase
IDBKNKLP_03164	CDS	1278	yqcE			Inner membrane protein YqcE
IDBKNKLP_03165	CDS	786	kduD_2	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
IDBKNKLP_03166	CDS	1455				hypothetical protein
IDBKNKLP_03167	CDS	1410	ygcS_2			Inner membrane metabolite transport protein YgcS
IDBKNKLP_03168	CDS	780				hypothetical protein
IDBKNKLP_03169	CDS	861	fixB_3			Protein FixB
IDBKNKLP_03170	CDS	576	ygcP		COG1954	putative protein YgcP
IDBKNKLP_03171	CDS	261	fixX_3		COG2440	Ferredoxin-like protein FixX
IDBKNKLP_03172	CDS	1272		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
IDBKNKLP_03173	CDS	366	queD	4.1.2.50	COG0720	6-carboxy-5,6,7,8-tetrahydropterin synthase
IDBKNKLP_03174	CDS	1800	cysJ	1.8.1.2	COG0369	Sulfite reductase [NADPH] flavoprotein alpha-component
IDBKNKLP_03175	CDS	1713	cysI	1.8.1.2	COG0155	Sulfite reductase [NADPH] hemoprotein beta-component
IDBKNKLP_03176	CDS	735	cysH	1.8.4.8	COG0175	Phosphoadenosine phosphosulfate reductase
IDBKNKLP_03177	tRNA	76				tRNA-Asp(gtc)
IDBKNKLP_03178	tRNA	76				tRNA-Trp(cca)
IDBKNKLP_03179	CDS	840	hdfR_2			HTH-type transcriptional regulator HdfR
IDBKNKLP_03180	CDS	339				hypothetical protein
IDBKNKLP_03181	CDS	1521	comM		COG0606	Competence protein ComM
IDBKNKLP_03182	CDS	90				hypothetical protein
IDBKNKLP_03183	CDS	1647	ilvG	2.2.1.6		Acetolactate synthase isozyme 2 large subunit
IDBKNKLP_03184	CDS	264	ilvM	2.2.1.6	COG3978	Acetolactate synthase isozyme 2 small subunit
IDBKNKLP_03185	CDS	930	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
IDBKNKLP_03186	CDS	1851	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
IDBKNKLP_03187	CDS	1548	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
IDBKNKLP_03188	CDS	894	gltC_2			HTH-type transcriptional regulator GltC
IDBKNKLP_03189	CDS	1476	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
IDBKNKLP_03190	CDS	282	ppiC	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase C
IDBKNKLP_03191	CDS	219				hypothetical protein
IDBKNKLP_03192	CDS	2022	rep	3.6.4.12	COG0210	ATP-dependent DNA helicase Rep
IDBKNKLP_03193	CDS	1485	gppA	3.6.1.40	COG0248	Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase
IDBKNKLP_03194	CDS	1266	rhlB	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlB
IDBKNKLP_03195	CDS	330	trxA		COG0526	Thioredoxin 1
IDBKNKLP_03196	CDS	1260	rho	3.6.4.-	COG1158	Transcription termination factor Rho
IDBKNKLP_03197	CDS	219				hypothetical protein
IDBKNKLP_03198	CDS	1104	wecA	2.7.8.33	COG0472	Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase
IDBKNKLP_03199	CDS	1047	wzzE		COG3765	ECA polysaccharide chain length modulation protein
IDBKNKLP_03200	CDS	1131	wecB	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
IDBKNKLP_03201	CDS	1263	wecC	1.1.1.336	COG0677	UDP-N-acetyl-D-mannosamine dehydrogenase
IDBKNKLP_03202	CDS	1068	rffG	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase 2
IDBKNKLP_03203	CDS	882	rffH	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 2
IDBKNKLP_03204	CDS	675	wecD	2.3.1.210	COG0454	dTDP-fucosamine acetyltransferase
IDBKNKLP_03205	CDS	1131	wecE	2.6.1.59	COG0399	dTDP-4-amino-4,6-dideoxygalactose transaminase
IDBKNKLP_03206	CDS	1251	wzxE		COG2244	Lipid III flippase
IDBKNKLP_03207	CDS	1080	wecF	2.4.1.325		TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase
IDBKNKLP_03208	CDS	1353	wzyE			putative ECA polymerase
IDBKNKLP_03209	CDS	741	wecG	2.4.1.180	COG1922	UDP-N-acetyl-D-mannosaminuronic acid transferase
IDBKNKLP_03210	CDS	1386	yifK		COG1113	putative transport protein YifK
IDBKNKLP_03211	tRNA	77				tRNA-Arg(ccg)
IDBKNKLP_03212	tRNA	76				tRNA-His(gtg)
IDBKNKLP_03213	tRNA	87				tRNA-Leu(cag)
IDBKNKLP_03214	tRNA	77				tRNA-Pro(tgg)
IDBKNKLP_03215	CDS	1236	chuR_1	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
IDBKNKLP_03216	CDS	1656		3.1.6.-	COG3119	N-acetylgalactosamine-6-O-sulfatase
IDBKNKLP_03217	CDS	1197	hemY		COG3071	Protein HemY
IDBKNKLP_03218	CDS	1206	hemX		COG2959	Protein HemX
IDBKNKLP_03219	CDS	741	hemD	4.2.1.75	COG1587	Uroporphyrinogen-III synthase
IDBKNKLP_03220	CDS	963	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
IDBKNKLP_03221	CDS	2547	cyaA	4.6.1.1	COG3072	Adenylate cyclase
IDBKNKLP_03222	CDS	321	cyaY		COG1965	Iron-sulfur cluster assembly protein CyaY
IDBKNKLP_03223	CDS	234				hypothetical protein
IDBKNKLP_03224	CDS	204				hypothetical protein
IDBKNKLP_03225	CDS	825	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
IDBKNKLP_03226	CDS	708				hypothetical protein
IDBKNKLP_03227	CDS	897	xerC_4		COG4973	Tyrosine recombinase XerC
IDBKNKLP_03228	CDS	717	yigB	3.1.3.104	COG1011	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB
IDBKNKLP_03229	CDS	2163	uvrD	3.6.4.12	COG0210	DNA helicase II
IDBKNKLP_03230	CDS	903	salL	2.5.1.94	COG1912	Adenosyl-chloride synthase
IDBKNKLP_03231	CDS	765				hypothetical protein
IDBKNKLP_03232	CDS	951	corA		COG0598	Magnesium transport protein CorA
IDBKNKLP_03233	CDS	492				hypothetical protein
IDBKNKLP_03234	CDS	849				hypothetical protein
IDBKNKLP_03235	CDS	381				hypothetical protein
IDBKNKLP_03236	CDS	891	rarD		COG2962	Protein RarD
IDBKNKLP_03237	CDS	468				hypothetical protein
IDBKNKLP_03238	CDS	870	pldA	3.1.1.32	COG2829	Phospholipase A1
IDBKNKLP_03239	CDS	1836	recQ	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
IDBKNKLP_03240	CDS	621	rhtC_2		COG1280	Threonine efflux protein
IDBKNKLP_03241	CDS	621	rhtB		COG1280	Homoserine/homoserine lactone efflux protein
IDBKNKLP_03242	CDS	1023	pldB	3.1.1.5	COG2267	Lysophospholipase L2
IDBKNKLP_03243	CDS	801	yigL	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YigL
IDBKNKLP_03244	CDS	900	bioP		COG0697	Biotin transporter
IDBKNKLP_03245	CDS	954	metR			HTH-type transcriptional regulator MetR
IDBKNKLP_03246	CDS	2262	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
IDBKNKLP_03247	CDS	897	yahB_3			putative HTH-type transcriptional regulator YahB
IDBKNKLP_03248	CDS	1224	codB_2		COG1457	Cytosine permease
IDBKNKLP_03249	CDS	390	atzF	3.5.1.54		Allophanate hydrolase
IDBKNKLP_03250	CDS	957	arcC1_3	2.7.2.2		Carbamate kinase 1
IDBKNKLP_03251	CDS	1476				hypothetical protein
IDBKNKLP_03252	CDS	1560	fdrA_2		COG0074	Protein FdrA
IDBKNKLP_03253	CDS	861				hypothetical protein
IDBKNKLP_03254	CDS	669	rutB_2	3.5.1.110	COG1335	Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
IDBKNKLP_03255	CDS	96				hypothetical protein
IDBKNKLP_03256	CDS	810	clcD	3.1.1.45		Carboxymethylenebutenolidase
IDBKNKLP_03257	CDS	765	udp	2.4.2.3	COG2820	Uridine phosphorylase
IDBKNKLP_03258	CDS	1491				hypothetical protein
IDBKNKLP_03259	CDS	507				hypothetical protein
IDBKNKLP_03260	CDS	975				hypothetical protein
IDBKNKLP_03261	CDS	630	dgoA_2	4.1.2.21	COG0800	2-dehydro-3-deoxy-6-phosphogalactonate aldolase
IDBKNKLP_03262	CDS	1005	dgoK1_2	2.7.1.58	COG3734	putative 2-dehydro-3-deoxygalactonokinase DgoK1
IDBKNKLP_03263	CDS	768	xynR		COG1414	HTH-type transcriptional regulator XynR
IDBKNKLP_03264	CDS	1428				hypothetical protein
IDBKNKLP_03265	CDS	756	ubiE	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
IDBKNKLP_03266	CDS	606	ubiJ_2		COG3165	Ubiquinone biosynthesis accessory factor UbiJ
IDBKNKLP_03267	CDS	1641	ubiB	2.7.-.-	COG0661	putative protein kinase UbiB
IDBKNKLP_03268	CDS	270	tatA		COG1826	Sec-independent protein translocase protein TatA
IDBKNKLP_03269	CDS	516	tatB		COG1826	Sec-independent protein translocase protein TatB
IDBKNKLP_03270	CDS	777	tatC		COG0805	Sec-independent protein translocase protein TatC
IDBKNKLP_03271	CDS	783	tatD	3.1.11.-	COG0084	3'-5' ssDNA/RNA exonuclease TatD
IDBKNKLP_03272	CDS	489	rfaH		COG0250	Transcription antitermination protein RfaH
IDBKNKLP_03273	CDS	1494	ubiD	4.1.1.98	COG0043	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
IDBKNKLP_03274	CDS	702	fre	1.5.1.41	COG0543	NAD(P)H-flavin reductase
IDBKNKLP_03275	CDS	309	fadA_1	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadA
IDBKNKLP_03276	CDS	330	metL_1		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 2
IDBKNKLP_03277	CDS	1161	metB	2.5.1.48	COG0626	Cystathionine gamma-synthase
IDBKNKLP_03278	CDS	318	metJ		COG3060	Met repressor
IDBKNKLP_03279	CDS	609				hypothetical protein
IDBKNKLP_03280	CDS	624				hypothetical protein
IDBKNKLP_03281	CDS	213	rpmE		COG0254	50S ribosomal protein L31
IDBKNKLP_03282	CDS	2199	priA	3.6.4.-	COG1198	Primosomal protein N'
IDBKNKLP_03283	CDS	1026	cytR_2		COG1609	HTH-type transcriptional repressor CytR
IDBKNKLP_03284	CDS	855	ftsN		COG3087	Cell division protein FtsN
IDBKNKLP_03285	CDS	531	hslV	3.4.25.2	COG5405	ATP-dependent protease subunit HslV
IDBKNKLP_03286	CDS	1332	hslU		COG1220	ATP-dependent protease ATPase subunit HslU
IDBKNKLP_03287	CDS	927	menA	2.5.1.74	COG1575	1,4-dihydroxy-2-naphthoate octaprenyltransferase
IDBKNKLP_03288	CDS	486	rraA		COG0684	Regulator of ribonuclease activity A
IDBKNKLP_03289	CDS	240	zapB		COG3074	Cell division protein ZapB
IDBKNKLP_03290	CDS	846	glpF		COG0580	Glycerol uptake facilitator protein
IDBKNKLP_03291	CDS	1509	glpK	2.7.1.30	COG0554	Glycerol kinase
IDBKNKLP_03292	CDS	1011	glpX	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase 1 class 2
IDBKNKLP_03293	CDS	747	fpr	1.18.1.2	COG1018	Flavodoxin/ferredoxin--NADP reductase
IDBKNKLP_03294	CDS	429	uspD		COG0589	Universal stress protein D
IDBKNKLP_03295	CDS	300				hypothetical protein
IDBKNKLP_03296	CDS	441				hypothetical protein
IDBKNKLP_03297	CDS	600				hypothetical protein
IDBKNKLP_03298	CDS	768	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
IDBKNKLP_03299	CDS	756	cdh	3.6.1.26	COG2134	CDP-diacylglycerol pyrophosphatase
IDBKNKLP_03300	CDS	990	sbp		COG1613	Sulfate-binding protein
IDBKNKLP_03301	CDS	963	pfkA	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase isozyme 1
IDBKNKLP_03302	CDS	903	fieF		COG0053	Ferrous-iron efflux pump FieF
IDBKNKLP_03303	CDS	501	cpxP		COG3678	Periplasmic protein CpxP
IDBKNKLP_03304	CDS	699	cpxR		COG0745	Transcriptional regulatory protein CpxR
IDBKNKLP_03305	CDS	1374	cpxA	2.7.13.3		Sensor histidine kinase CpxA
IDBKNKLP_03306	CDS	675	yiiM		COG2258	Protein YiiM
IDBKNKLP_03307	CDS	984	kdgT			2-keto-3-deoxygluconate permease
IDBKNKLP_03308	CDS	621	sodA	1.15.1.1	COG0605	Superoxide dismutase [Mn]
IDBKNKLP_03309	CDS	1035	rhaT		COG0697	L-rhamnose-proton symporter
IDBKNKLP_03310	CDS	939	rhaR_3			HTH-type transcriptional activator RhaR
IDBKNKLP_03311	CDS	837	rhaS_3			HTH-type transcriptional activator RhaS
IDBKNKLP_03312	CDS	1470	rhaB	2.7.1.5		Rhamnulokinase
IDBKNKLP_03313	CDS	1260	rhaA	5.3.1.14	COG4806	L-rhamnose isomerase
IDBKNKLP_03314	CDS	825	rhaD	4.1.2.19	COG0235	Rhamnulose-1-phosphate aldolase
IDBKNKLP_03315	CDS	315	rhaM	5.1.3.32	COG3254	L-rhamnose mutarotase
IDBKNKLP_03316	CDS	1395				hypothetical protein
IDBKNKLP_03317	CDS	447	fruA_2		COG1299	PTS system fructose-specific EIIABC component
IDBKNKLP_03318	CDS	1452	manP_1		COG1299	PTS system mannose-specific EIIBCA component
IDBKNKLP_03319	CDS	1071	ysdC_1	3.4.11.-	COG1363	Putative aminopeptidase YsdC
IDBKNKLP_03320	CDS	1749				hypothetical protein
IDBKNKLP_03321	CDS	1056				hypothetical protein
IDBKNKLP_03322	CDS	834	fdhD		COG1526	Sulfur carrier protein FdhD
IDBKNKLP_03323	CDS	588	fdoG_1	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
IDBKNKLP_03324	CDS	2415	fdoG_2	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
IDBKNKLP_03325	CDS	903	fdoH		COG0437	Formate dehydrogenase-O iron-sulfur subunit
IDBKNKLP_03326	CDS	636	fdoI		COG2864	Formate dehydrogenase, cytochrome b556(fdo) subunit
IDBKNKLP_03327	CDS	930	fdhE		COG3058	Protein FdhE
IDBKNKLP_03328	CDS	183				hypothetical protein
IDBKNKLP_03329	CDS	243				hypothetical protein
IDBKNKLP_03330	CDS	219				hypothetical protein
IDBKNKLP_03331	CDS	108				hypothetical protein
IDBKNKLP_03332	CDS	420				hypothetical protein
IDBKNKLP_03333	CDS	498				hypothetical protein
IDBKNKLP_03334	CDS	438	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
IDBKNKLP_03335	CDS	873				hypothetical protein
IDBKNKLP_03336	CDS	600	yihX	3.1.3.10	COG1011	Alpha-D-glucose 1-phosphate phosphatase YihX
IDBKNKLP_03337	CDS	786	csqR		COG1349	HTH-type transcriptional repressor CsqR
IDBKNKLP_03338	CDS	897	yihV	2.7.1.184		Sulfofructose kinase
IDBKNKLP_03339	CDS	897	yihU	1.1.1.373	COG2084	3-sulfolactaldehyde reductase
IDBKNKLP_03340	CDS	879	yihT	4.1.2.57	COG3684	Sulfofructosephosphate aldolase
IDBKNKLP_03341	CDS	1242	yihS	5.3.1.31	COG2942	Sulfoquinovose isomerase
IDBKNKLP_03342	CDS	927	yihR		COG2017	putative protein YihR
IDBKNKLP_03343	CDS	1890	yihQ	3.2.1.199	COG1501	Sulfoquinovosidase
IDBKNKLP_03344	CDS	1386	yihP_1		COG2211	Putative 2,3-dihydroxypropane-1-sulfonate exporter
IDBKNKLP_03345	CDS	1404	yihP_2		COG2211	Putative 2,3-dihydroxypropane-1-sulfonate exporter
IDBKNKLP_03346	CDS	759	ompL			Porin OmpL
IDBKNKLP_03347	CDS	1266	yihN			Inner membrane protein YihN
IDBKNKLP_03348	CDS	981				hypothetical protein
IDBKNKLP_03349	CDS	711	phnR		COG2188	Putative transcriptional regulator of 2-aminoethylphosphonate degradation operons
IDBKNKLP_03350	CDS	1824	typA		COG1217	GTP-binding protein TypA/BipA
IDBKNKLP_03351	CDS	1410	glnA	6.3.1.2	COG0174	Glutamine synthetase
IDBKNKLP_03352	CDS	1050	glnL	2.7.13.3	COG3852	Sensory histidine kinase/phosphatase NtrB
IDBKNKLP_03353	CDS	1410	glnG		COG2204	DNA-binding transcriptional regulator NtrC
IDBKNKLP_03354	CDS	111	yshB			putative protein YshB
IDBKNKLP_03355	CDS	1374	hemN	1.3.98.3	COG0635	Oxygen-independent coproporphyrinogen III oxidase
IDBKNKLP_03356	CDS	510	yihI		COG3078	Der GTPase-activating protein YihI
IDBKNKLP_03357	CDS	633	engB		COG0218	putative GTP-binding protein EngB
IDBKNKLP_03358	CDS	2787	polA	2.7.7.7	COG0258	DNA polymerase I
IDBKNKLP_03359	CDS	186				hypothetical protein
IDBKNKLP_03360	CDS	933	yihG	2.3.-.-	COG0204	putative acyltransferase YihG
IDBKNKLP_03361	CDS	1431	ydgA_2		COG5339	Protein YdgA
IDBKNKLP_03362	CDS	627	dsbA		COG0526	Thiol:disulfide interchange protein DsbA
IDBKNKLP_03363	CDS	987	srkA	2.7.11.1	COG2334	Stress response kinase A
IDBKNKLP_03364	CDS	270	yihD		COG3084	Protein YihD
IDBKNKLP_03365	CDS	585	mobA	2.7.7.77	COG0746	Molybdenum cofactor guanylyltransferase
IDBKNKLP_03366	CDS	528	mobB		COG1763	Molybdopterin-guanine dinucleotide biosynthesis adapter protein
IDBKNKLP_03367	CDS	237				hypothetical protein
IDBKNKLP_03368	CDS	789	fhuF		COG4114	Ferric iron reductase protein FhuF
IDBKNKLP_03369	CDS	678	bglJ		COG2197	Transcriptional activator protein BglJ
IDBKNKLP_03370	CDS	726	yjjQ			Putative transcription factor YjjQ
IDBKNKLP_03371	CDS	834	yjjP		COG2966	Inner membrane protein YjjP
IDBKNKLP_03372	CDS	474				hypothetical protein
IDBKNKLP_03373	CDS	540	dnaT			Primosomal protein 1
IDBKNKLP_03374	CDS	738	dnaC		COG1484	DNA replication protein DnaC
IDBKNKLP_03375	CDS	495				hypothetical protein
IDBKNKLP_03376	CDS	2292	mdoB	2.7.8.20		Phosphoglycerol transferase I
IDBKNKLP_03377	CDS	1023	lgoD	1.1.1.414	COG1063	L-galactonate-5-dehydrogenase
IDBKNKLP_03378	CDS	294	lgoR_1		COG1802	putative HTH-type transcriptional regulator LgoR
IDBKNKLP_03379	CDS	624	lgoR_2		COG1802	putative HTH-type transcriptional regulator LgoR
IDBKNKLP_03380	CDS	1362	lgoT			putative L-galactonate transporter
IDBKNKLP_03381	CDS	1656	tsr		COG0840	Methyl-accepting chemotaxis protein I
IDBKNKLP_03382	CDS	447	farR			HTH-type transcriptional regulator FarR
IDBKNKLP_03383	CDS	1290	hpcE		COG0179	Homoprotocatechuate catabolism bifunctional isomerase/decarboxylase
IDBKNKLP_03384	CDS	1467	betB_2	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
IDBKNKLP_03385	CDS	852	hpcB	1.13.11.15	COG3384	3,4-dihydroxyphenylacetate 2,3-dioxygenase
IDBKNKLP_03386	CDS	381	hpcD	5.3.3.10		5-carboxymethyl-2-hydroxymuconate Delta-isomerase
IDBKNKLP_03387	CDS	804	hpcG	4.2.1.163		2-oxo-hept-4-ene-1,7-dioate hydratase
IDBKNKLP_03388	CDS	789	hpcH	4.1.2.52	COG3836	4-hydroxy-2-oxo-heptane-1,7-dioate aldolase
IDBKNKLP_03389	CDS	1377	ttuB			Putative tartrate transporter
IDBKNKLP_03390	CDS	891	rhaR_4			HTH-type transcriptional activator RhaR
IDBKNKLP_03391	CDS	1563	hpaB	1.14.14.9	COG2368	4-hydroxyphenylacetate 3-monooxygenase oxygenase component
IDBKNKLP_03392	CDS	513	hpaC	1.5.1.36	COG1853	4-hydroxyphenylacetate 3-monooxygenase reductase component
IDBKNKLP_03393	CDS	2151	btsT		COG1966	Pyruvate/proton symporter BtsT
IDBKNKLP_03394	CDS	204				hypothetical protein
IDBKNKLP_03395	CDS	957	yjiA	3.6.-.-	COG0523	P-loop guanosine triphosphatase YjiA
IDBKNKLP_03396	CDS	915	mrr		COG1715	Mrr restriction system protein
IDBKNKLP_03397	CDS	3513				hypothetical protein
IDBKNKLP_03398	CDS	1590	hsdM	2.1.1.72	COG0286	Type I restriction enzyme EcoKI M protein
IDBKNKLP_03399	CDS	1425	hsdS		COG0732	Type-1 restriction enzyme EcoKI specificity protein
IDBKNKLP_03400	CDS	342	symE	3.1.-.-		Toxic protein SymE
IDBKNKLP_03401	CDS	1398	mcrB	3.1.21.-	COG1401	5-methylcytosine-specific restriction enzyme B
IDBKNKLP_03402	CDS	1047	mcrC		COG4268	Protein McrC
IDBKNKLP_03403	CDS	3255				hypothetical protein
IDBKNKLP_03404	CDS	378			COG1662	IS1 family transposase IS1R
IDBKNKLP_03405	CDS	276			COG1662	IS1 family transposase IS1A
IDBKNKLP_03406	CDS	768				ISNCY family transposase ISSen7
IDBKNKLP_03407	CDS	1233	mdtM			Multidrug resistance protein MdtM
IDBKNKLP_03408	CDS	1281				hypothetical protein
IDBKNKLP_03409	CDS	1152	fldC	4.2.1.-		(R)-phenyllactyl-CoA dehydratase beta subunit
IDBKNKLP_03410	CDS	768	fldI	3.6.1.-		(R)-phenyllactate dehydratase activator
IDBKNKLP_03411	CDS	258				hypothetical protein
IDBKNKLP_03412	CDS	972	yjiK		COG3204	putative protein YjiK
IDBKNKLP_03413	CDS	1179				hypothetical protein
IDBKNKLP_03414	CDS	555	kptA	2.7.1.-	COG1859	putative RNA 2'-phosphotransferase
IDBKNKLP_03415	CDS	684				hypothetical protein
IDBKNKLP_03416	CDS	462	yjiG		COG0700	Inner membrane protein YjiG
IDBKNKLP_03417	CDS	1173	iadA	3.4.19.-		Isoaspartyl dipeptidase
IDBKNKLP_03418	CDS	912	yjiE			HTH-type transcriptional regulator YjiE
IDBKNKLP_03419	CDS	393	iraD			Anti-adapter protein IraD
IDBKNKLP_03420	CDS	102	ytiC			Protein YtiC
IDBKNKLP_03421	CDS	831				hypothetical protein
IDBKNKLP_03422	CDS	726	pdhR_2		COG2186	Pyruvate dehydrogenase complex repressor
IDBKNKLP_03423	CDS	195				hypothetical protein
IDBKNKLP_03424	CDS	1461	por_1	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
IDBKNKLP_03425	CDS	1185	uxuA	4.2.1.8	COG1312	Mannonate dehydratase
