locus_tag	ftype	length_bp	gene	EC_number	COG	product
APGBGNDD_01086	CDS	312				hypothetical protein
APGBGNDD_01087	CDS	699				hypothetical protein
APGBGNDD_01088	CDS	816			COG3689	Putative two-component membrane permease complex subunit SMU_746c
APGBGNDD_01089	CDS	906			COG0701	Putative two-component membrane permease complex subunit SMU_747c
APGBGNDD_01090	CDS	132				hypothetical protein
APGBGNDD_01091	CDS	2130	yhgF		COG2183	Protein YhgF
APGBGNDD_01092	CDS	450				hypothetical protein
APGBGNDD_01093	CDS	273				hypothetical protein
APGBGNDD_01094	CDS	111				hypothetical protein
APGBGNDD_01095	CDS	759	bceA		COG1136	Bacitracin export ATP-binding protein BceA
APGBGNDD_01096	CDS	1989	bceB		COG0577	Bacitracin export permease protein BceB
APGBGNDD_01097	CDS	702				hypothetical protein
APGBGNDD_01098	CDS	1476	speA	4.1.1.19	COG1982	Arginine decarboxylase
APGBGNDD_01099	CDS	717				hypothetical protein
APGBGNDD_01100	CDS	861	speE	2.5.1.16	COG0421	Polyamine aminopropyltransferase
APGBGNDD_01101	CDS	1260		1.5.1.43		Carboxynorspermidine synthase
APGBGNDD_01102	CDS	1128	nspC	4.1.1.96		Carboxynorspermidine/carboxyspermidine decarboxylase
APGBGNDD_01103	CDS	1086	aguA	3.5.3.12	COG2957	Agmatine deiminase
APGBGNDD_01104	CDS	876		3.5.1.77		N-carbamoyl-D-amino acid hydrolase
APGBGNDD_01105	CDS	810	yidA_2	3.1.3.23	COG0561	Sugar phosphatase YidA
APGBGNDD_01106	CDS	135	rpmH			50S ribosomal protein L34
APGBGNDD_01107	CDS	870				hypothetical protein
APGBGNDD_01108	CDS	774	ycfH	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
APGBGNDD_01109	CDS	561	rnmV	3.1.26.8	COG1658	Ribonuclease M5
APGBGNDD_01110	CDS	900				hypothetical protein
APGBGNDD_01111	CDS	297				hypothetical protein
APGBGNDD_01112	CDS	2031				hypothetical protein
APGBGNDD_01113	CDS	642	yknY_3	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
APGBGNDD_01114	CDS	309				hypothetical protein
APGBGNDD_01115	CDS	873	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
APGBGNDD_01116	CDS	879	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
APGBGNDD_01117	CDS	657	rpe	5.1.3.1		Ribulose-phosphate 3-epimerase
APGBGNDD_01118	CDS	663	thiN	2.7.6.2	COG1564	Thiamine pyrophosphokinase
APGBGNDD_01119	CDS	1257				hypothetical protein
APGBGNDD_01120	CDS	942	yhaM	3.1.-.-	COG3481	3'-5' exoribonuclease YhaM
APGBGNDD_01121	CDS	828	purR		COG0503	Pur operon repressor
APGBGNDD_01122	CDS	1251	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
APGBGNDD_01123	CDS	795	pflA	1.97.1.4		Pyruvate formate-lyase-activating enzyme
APGBGNDD_01124	CDS	927	yidC2		COG0706	Membrane protein insertase YidC 2
APGBGNDD_01125	CDS	279	acyP	3.6.1.7	COG1254	Acylphosphatase
APGBGNDD_01126	CDS	741		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
APGBGNDD_01127	CDS	684	ybhL		COG0670	Inner membrane protein YbhL
APGBGNDD_01128	CDS	993	asnA	6.3.1.1	COG2502	Aspartate--ammonia ligase
APGBGNDD_01129	CDS	540	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
APGBGNDD_01130	CDS	489	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
APGBGNDD_01131	CDS	1038	ylbL		COG3480	putative protein YlbL
APGBGNDD_01132	CDS	1311	murA1_2	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1
APGBGNDD_01133	CDS	195				hypothetical protein
APGBGNDD_01134	CDS	825	endA	3.1.30.-		DNA-entry nuclease
APGBGNDD_01135	CDS	1332				hypothetical protein
APGBGNDD_01136	tRNA	73				tRNA-Cys(gca)
APGBGNDD_01137	CDS	1608	pyrG	6.3.4.2	COG0504	CTP synthase
APGBGNDD_01138	CDS	588	rpoE			putative DNA-directed RNA polymerase subunit delta
APGBGNDD_01139	CDS	450				hypothetical protein
APGBGNDD_01140	CDS	390				hypothetical protein
APGBGNDD_01141	CDS	627	pgpB	3.1.3.27	COG0671	Phosphatidylglycerophosphatase B
APGBGNDD_01142	CDS	564	ribU		COG3601	Riboflavin transporter RibU
APGBGNDD_01143	CDS	504	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
APGBGNDD_01144	CDS	831	ecfT_2		COG0619	Energy-coupling factor transporter transmembrane protein EcfT
APGBGNDD_01145	CDS	1683	ykoD_1	3.6.3.-	COG1122	Putative HMP/thiamine import ATP-binding protein YkoD
APGBGNDD_01146	CDS	213				hypothetical protein
APGBGNDD_01147	CDS	549				hypothetical protein
APGBGNDD_01148	CDS	849	salL	2.5.1.94	COG1912	Adenosyl-chloride synthase
APGBGNDD_01149	CDS	1350	trkA		COG0569	Trk system potassium uptake protein TrkA
APGBGNDD_01150	CDS	1440	trkG		COG0168	Trk system potassium uptake protein TrkG
APGBGNDD_01151	CDS	225	lacE_2			PTS system lactose-specific EIICB component
APGBGNDD_01152	CDS	270				hypothetical protein
APGBGNDD_01153	CDS	171				hypothetical protein
APGBGNDD_01154	CDS	285				hypothetical protein
APGBGNDD_01155	CDS	219				hypothetical protein
APGBGNDD_01156	CDS	2325	pflB	2.3.1.54		Formate acetyltransferase
APGBGNDD_01157	CDS	1062	dinB	2.7.7.7	COG0389	DNA polymerase IV
APGBGNDD_01158	CDS	846	uppP	3.6.1.27		Undecaprenyl-diphosphatase
APGBGNDD_01159	CDS	123				hypothetical protein
APGBGNDD_01160	CDS	783				IS110 family transposase ISBth13
APGBGNDD_01161	CDS	1890				hypothetical protein
APGBGNDD_01162	CDS	1566				hypothetical protein
APGBGNDD_01163	CDS	741	glnQ_3			Glutamine transport ATP-binding protein GlnQ
APGBGNDD_01164	CDS	216				hypothetical protein
APGBGNDD_01165	CDS	363				hypothetical protein
APGBGNDD_01166	CDS	690	rplA			50S ribosomal protein L1
APGBGNDD_01167	CDS	426	rplK			50S ribosomal protein L11
APGBGNDD_01168	CDS	717	yodJ	3.4.-.-	COG1876	Putative carboxypeptidase YodJ
APGBGNDD_01169	CDS	471				hypothetical protein
APGBGNDD_01170	CDS	1038	pepA_2	3.4.11.7	COG1363	Glutamyl aminopeptidase
APGBGNDD_01171	CDS	1326	brnQ		COG1114	Branched-chain amino acid transport system 2 carrier protein
APGBGNDD_01172	CDS	153				hypothetical protein
APGBGNDD_01173	CDS	579				hypothetical protein
APGBGNDD_01174	CDS	1401	pepV	3.4.13.-		Beta-Ala-Xaa dipeptidase
APGBGNDD_01175	CDS	606		1.-.-.-		Putative NAD(P)H nitroreductase
APGBGNDD_01176	CDS	801	tcyJ		COG0834	L-cystine-binding protein TcyJ
APGBGNDD_01177	CDS	792				hypothetical protein
APGBGNDD_01178	CDS	1845	uvrC		COG0322	UvrABC system protein C
APGBGNDD_01179	CDS	702				hypothetical protein
APGBGNDD_01180	CDS	1233	femA	2.3.2.17		Aminoacyltransferase FemA
APGBGNDD_01181	CDS	1221	femX	2.3.2.16	COG2348	Lipid II:glycine glycyltransferase
APGBGNDD_01182	CDS	780	axe1-6A		COG2382	Carbohydrate acetyl esterase/feruloyl esterase
APGBGNDD_01183	CDS	1662	rnj2	3.1.-.-		Ribonuclease J 2
APGBGNDD_01184	CDS	2223				hypothetical protein
APGBGNDD_01185	CDS	759	glnQ_4			Glutamine transport ATP-binding protein GlnQ
APGBGNDD_01186	CDS	765	peb1A		COG0834	Major cell-binding factor
APGBGNDD_01187	CDS	585	glnM_1		COG0765	putative glutamine ABC transporter permease protein GlnM
APGBGNDD_01188	CDS	660	glnP		COG0765	putative glutamine ABC transporter permease protein GlnP
APGBGNDD_01189	CDS	549				hypothetical protein
APGBGNDD_01190	CDS	372	cntB	1.14.13.239	COG1018	Carnitine monooxygenase reductase subunit
APGBGNDD_01191	CDS	837				hypothetical protein
APGBGNDD_01192	CDS	1263	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
APGBGNDD_01193	CDS	489	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
APGBGNDD_01194	CDS	1092	purK	6.3.4.18		N5-carboxyaminoimidazole ribonucleotide synthase
APGBGNDD_01195	CDS	228				hypothetical protein
APGBGNDD_01196	CDS	1299	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
APGBGNDD_01197	CDS	3939	strH	3.2.1.52	COG3525	Beta-N-acetylhexosaminidase
APGBGNDD_01198	CDS	717	gamR			HTH-type transcriptional repressor GamR
APGBGNDD_01199	CDS	1788	bga	3.2.1.23		Beta-galactosidase
APGBGNDD_01200	CDS	477	sorB	2.7.1.206	COG3444	PTS system sorbose-specific EIIB component
APGBGNDD_01201	CDS	906				hypothetical protein
APGBGNDD_01202	CDS	816	manZ_3		COG3716	PTS system mannose-specific EIID component
APGBGNDD_01203	CDS	339	manX_3	2.7.1.191		PTS system mannose-specific EIIAB component
APGBGNDD_01204	CDS	1167	agaS	3.5.99.-	COG2222	Putative D-galactosamine-6-phosphate deaminase AgaS
APGBGNDD_01205	CDS	1038	mro	5.1.3.3	COG2017	Aldose 1-epimerase
APGBGNDD_01206	CDS	855	catE	1.13.11.2	COG2514	Catechol-2,3-dioxygenase
APGBGNDD_01207	CDS	258				hypothetical protein
APGBGNDD_01208	CDS	318				hypothetical protein
APGBGNDD_01209	CDS	117				hypothetical protein
APGBGNDD_01210	CDS	765				hypothetical protein
APGBGNDD_01211	CDS	1380	ktrB		COG0168	Ktr system potassium uptake protein B
APGBGNDD_01212	CDS	666	ktrA		COG0569	Ktr system potassium uptake protein A
APGBGNDD_01213	CDS	159				hypothetical protein
APGBGNDD_01214	CDS	540				hypothetical protein
APGBGNDD_01215	CDS	339				hypothetical protein
APGBGNDD_01216	tmRNA	345	ssrA			transfer-messenger RNA, SsrA
APGBGNDD_01217	tRNA	91				tRNA-Ser(gga)
APGBGNDD_01218	CDS	741	lacR_2			Lactose phosphotransferase system repressor
APGBGNDD_01219	CDS	912	lacC_2	2.7.1.144	COG1105	Tagatose-6-phosphate kinase
APGBGNDD_01220	CDS	1962	fruA_2		COG1299	PTS system fructose-specific EIIABC component
APGBGNDD_01221	CDS	2304	ftsK		COG1674	DNA translocase FtsK
APGBGNDD_01222	CDS	426				hypothetical protein
APGBGNDD_01223	CDS	1203	iscS_2	2.8.1.7	COG1104	Cysteine desulfurase IscS
APGBGNDD_01224	CDS	1215	thiI	2.8.1.4	COG0301	putative tRNA sulfurtransferase
APGBGNDD_01225	CDS	573	ybbA		COG2819	putative protein YbbA
APGBGNDD_01226	CDS	336				hypothetical protein
APGBGNDD_01227	CDS	408				hypothetical protein
APGBGNDD_01228	CDS	1167				hypothetical protein
APGBGNDD_01229	CDS	1494	hsdM	2.1.1.72	COG0286	Type I restriction enzyme EcoKI M protein
APGBGNDD_01230	CDS	1059				hypothetical protein
APGBGNDD_01231	CDS	237				hypothetical protein
APGBGNDD_01232	CDS	414				hypothetical protein
APGBGNDD_01233	CDS	966	xerC		COG4974	Tyrosine recombinase XerC
APGBGNDD_01234	CDS	1044				hypothetical protein
APGBGNDD_01235	CDS	3351				hypothetical protein
APGBGNDD_01236	CDS	471	argR_2		COG1438	Arginine regulator
APGBGNDD_01237	CDS	2274	pepX	3.4.14.11		Xaa-Pro dipeptidyl-peptidase
APGBGNDD_01238	CDS	504				hypothetical protein
APGBGNDD_01239	CDS	3120				hypothetical protein
APGBGNDD_01240	CDS	90				hypothetical protein
APGBGNDD_01241	CDS	570				hypothetical protein
APGBGNDD_01242	CDS	630				hypothetical protein
APGBGNDD_01243	CDS	1224	pepT	3.4.11.4		Peptidase T
APGBGNDD_01244	CDS	1095				hypothetical protein
APGBGNDD_01245	CDS	378	mscL		COG1970	Large-conductance mechanosensitive channel
APGBGNDD_01246	CDS	432				hypothetical protein
APGBGNDD_01247	CDS	510	queT		COG4708	Queuosine precursor transporter QueT
APGBGNDD_01248	tRNA	73				tRNA-Thr(ggt)
APGBGNDD_01249	CDS	1077	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
APGBGNDD_01250	CDS	936	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
APGBGNDD_01251	CDS	1374	mnmE	3.6.5.-	COG0486	tRNA modification GTPase MnmE
APGBGNDD_01252	CDS	183	xylH	5.3.2.6		2-hydroxymuconate tautomerase
APGBGNDD_01253	CDS	591	tdk	2.7.1.21	COG1435	Thymidine kinase
APGBGNDD_01254	CDS	1080	prfA		COG0216	Peptide chain release factor 1
APGBGNDD_01255	CDS	840				hypothetical protein
APGBGNDD_01256	CDS	603	ywlC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
APGBGNDD_01257	CDS	432				hypothetical protein
APGBGNDD_01258	CDS	1257	glyA	2.1.2.1		Serine hydroxymethyltransferase
APGBGNDD_01259	CDS	975				hypothetical protein
APGBGNDD_01260	CDS	615				hypothetical protein
APGBGNDD_01261	CDS	975	ypuA		COG4086	putative protein YpuA
APGBGNDD_01262	CDS	1632		2.1.1.-	COG2265	putative RNA methyltransferase
APGBGNDD_01263	CDS	219				hypothetical protein
APGBGNDD_01264	CDS	705				hypothetical protein
APGBGNDD_01265	CDS	648	bcrA_2			Bacitracin transport ATP-binding protein BcrA
APGBGNDD_01266	CDS	867	glnH_2		COG0834	ABC transporter glutamine-binding protein GlnH
APGBGNDD_01267	CDS	396	artM_2		COG1126	Arginine transport ATP-binding protein ArtM
APGBGNDD_01268	CDS	264	glnQ_5		COG1126	Glutamine transport ATP-binding protein GlnQ
APGBGNDD_01269	CDS	678	yecS_2		COG0765	L-cystine transport system permease protein YecS
APGBGNDD_01270	CDS	681	glnM_2		COG0765	putative glutamine ABC transporter permease protein GlnM
APGBGNDD_01271	CDS	147				hypothetical protein
APGBGNDD_01272	CDS	1491	lysS	6.1.1.6	COG1190	Lysine--tRNA ligase
APGBGNDD_01273	CDS	1137	hmo	1.1.3.46		4-hydroxymandelate oxidase
APGBGNDD_01274	CDS	669	tenA_1	3.5.99.2	COG0819	Aminopyrimidine aminohydrolase
APGBGNDD_01275	CDS	228				hypothetical protein
APGBGNDD_01276	CDS	783	thiM_1	2.7.1.50	COG2145	Hydroxyethylthiazole kinase
APGBGNDD_01277	CDS	630	thiE_1	2.5.1.3		Thiamine-phosphate synthase
APGBGNDD_01278	CDS	561	ykoE		COG4721	Putative HMP/thiamine permease protein YkoE
APGBGNDD_01279	CDS	1386	ykoD_2	3.6.3.-	COG1122	Putative HMP/thiamine import ATP-binding protein YkoD
APGBGNDD_01280	CDS	651				hypothetical protein
APGBGNDD_01281	CDS	693	tenA_2	3.5.99.2	COG0819	Aminopyrimidine aminohydrolase
APGBGNDD_01282	CDS	525				hypothetical protein
APGBGNDD_01283	CDS	804	thiM_2	2.7.1.50	COG2145	Hydroxyethylthiazole kinase
APGBGNDD_01284	CDS	633	thiE_2	2.5.1.3	COG0352	Thiamine-phosphate synthase
APGBGNDD_01285	CDS	792	thiD	2.7.1.49		Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
APGBGNDD_01286	CDS	396	copY			Transcriptional repressor CopY
APGBGNDD_01287	CDS	372				hypothetical protein
APGBGNDD_01288	CDS	2244	pacS	7.2.2.8		putative copper-transporting ATPase PacS
APGBGNDD_01289	CDS	1776	pox5	1.2.3.3	COG0028	Pyruvate oxidase
APGBGNDD_01290	CDS	348				hypothetical protein
APGBGNDD_01291	CDS	564				hypothetical protein
APGBGNDD_01292	CDS	1692				hypothetical protein
APGBGNDD_01293	CDS	738			COG4753	putative response regulatory protein
APGBGNDD_01294	CDS	1113	msrAB		COG0225	Peptide methionine sulfoxide reductase MsrA/MsrB
APGBGNDD_01295	CDS	567				hypothetical protein
APGBGNDD_01296	CDS	711				hypothetical protein
APGBGNDD_01297	CDS	861				hypothetical protein
APGBGNDD_01298	CDS	2055				hypothetical protein
APGBGNDD_01299	CDS	255				hypothetical protein
APGBGNDD_01300	CDS	558				hypothetical protein
APGBGNDD_01301	CDS	447				hypothetical protein
APGBGNDD_01302	CDS	231				hypothetical protein
APGBGNDD_01303	CDS	360				hypothetical protein
APGBGNDD_01304	CDS	246				hypothetical protein
APGBGNDD_01305	CDS	231				hypothetical protein
APGBGNDD_01306	CDS	6702				hypothetical protein
APGBGNDD_01307	CDS	192				hypothetical protein
APGBGNDD_01308	CDS	1476	gatC_2		COG3775	PTS system galactitol-specific EIIC component
APGBGNDD_01309	CDS	306				hypothetical protein
APGBGNDD_01310	CDS	477				hypothetical protein
APGBGNDD_01311	CDS	1929	glgB	2.4.1.18		1,4-alpha-glucan branching enzyme GlgB
APGBGNDD_01312	CDS	1143	glgC	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
APGBGNDD_01313	CDS	1140	glgD		COG0448	Glycogen biosynthesis protein GlgD
APGBGNDD_01314	CDS	1434	glgA	2.4.1.21	COG0297	Glycogen synthase
APGBGNDD_01315	CDS	234	serB_1	3.1.3.3	COG0560	Phosphoserine phosphatase
APGBGNDD_01316	CDS	330	serB_2	3.1.3.3	COG0560	Phosphoserine phosphatase
APGBGNDD_01317	CDS	1116	glxK	2.7.1.31		Glycerate kinase
APGBGNDD_01318	CDS	447				hypothetical protein
APGBGNDD_01319	CDS	1305	eno	4.2.1.11	COG0148	Enolase
APGBGNDD_01320	CDS	351				IS630 family transposase IS630-Spn1
APGBGNDD_01321	CDS	3276	rexB	3.1.-.-	COG3857	ATP-dependent helicase/deoxyribonuclease subunit B
APGBGNDD_01322	CDS	3651	addA	3.1.-.-	COG1074	ATP-dependent helicase/nuclease subunit A
APGBGNDD_01323	CDS	1179				hypothetical protein
APGBGNDD_01324	CDS	1563	guaA	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
APGBGNDD_01325	CDS	699	nagR		COG2188	HTH-type transcriptional repressor NagR
APGBGNDD_01326	CDS	897	yicL_2		COG0697	putative inner membrane transporter YicL
APGBGNDD_01327	CDS	936	yfeW	3.4.16.4	COG1680	Putative D-alanyl-D-alanine carboxypeptidase
APGBGNDD_01328	CDS	726				hypothetical protein
APGBGNDD_01329	CDS	636				hypothetical protein
APGBGNDD_01330	CDS	828	ybiV	3.1.3.23	COG0561	Sugar phosphatase YbiV
APGBGNDD_01331	CDS	336				hypothetical protein
APGBGNDD_01332	CDS	513	capA			Capsule biosynthesis protein CapA
APGBGNDD_01333	CDS	612	def_2	3.5.1.88	COG0242	Peptide deformylase
APGBGNDD_01334	CDS	729		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
APGBGNDD_01335	CDS	912	trxB	1.8.1.9	COG0492	Thioredoxin reductase
APGBGNDD_01336	CDS	225				hypothetical protein
APGBGNDD_01337	CDS	744	tcyN	3.6.3.-	COG1126	L-cystine import ATP-binding protein TcyN
APGBGNDD_01338	CDS	801	yxeN			putative amino-acid permease protein YxeN
APGBGNDD_01339	CDS	357	mgsR		COG1393	Regulatory protein MgsR
APGBGNDD_01340	CDS	531				hypothetical protein
APGBGNDD_01341	CDS	495				hypothetical protein
APGBGNDD_01342	CDS	447				hypothetical protein
APGBGNDD_01343	CDS	648				hypothetical protein
APGBGNDD_01344	CDS	582	pdxT	4.3.3.6		Pyridoxal 5'-phosphate synthase subunit PdxT
APGBGNDD_01345	CDS	876	pdxS	4.3.3.6	COG0214	Pyridoxal 5'-phosphate synthase subunit PdxS
APGBGNDD_01346	CDS	1380		1.6.99.3		putative NADH oxidase
APGBGNDD_01347	CDS	924	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
APGBGNDD_01348	CDS	606	urdA	1.3.99.33		Urocanate reductase
APGBGNDD_01349	CDS	1245				hypothetical protein
APGBGNDD_01350	CDS	90				hypothetical protein
APGBGNDD_01351	CDS	435				hypothetical protein
APGBGNDD_01352	CDS	1191	ugl	3.2.1.180		Unsaturated chondroitin disaccharide hydrolase
APGBGNDD_01353	CDS	492	levE_2	2.7.1.202	COG3444	PTS system fructose-specific EIIB component
APGBGNDD_01354	CDS	780	agaC		COG3715	N-acetylgalactosamine permease IIC component 1
APGBGNDD_01355	CDS	819	manZ_4		COG3716	PTS system mannose-specific EIID component
APGBGNDD_01356	CDS	294				hypothetical protein
APGBGNDD_01357	CDS	1902				hypothetical protein
APGBGNDD_01358	CDS	1002	kdgR		COG1609	HTH-type transcriptional regulator KdgR
APGBGNDD_01359	CDS	336				hypothetical protein
APGBGNDD_01360	CDS	243				hypothetical protein
APGBGNDD_01361	CDS	543				hypothetical protein
APGBGNDD_01362	CDS	195				hypothetical protein
APGBGNDD_01363	CDS	951	rsmH	2.1.1.199		Ribosomal RNA small subunit methyltransferase H
APGBGNDD_01364	CDS	318				hypothetical protein
APGBGNDD_01365	CDS	2253	pbpX		COG0768	Penicillin-binding protein 2X
APGBGNDD_01366	CDS	981	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
APGBGNDD_01367	CDS	2106	clpC_2			putative ATP-dependent Clp protease ATP-binding subunit
APGBGNDD_01368	CDS	483	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
APGBGNDD_01369	CDS	1485				hypothetical protein
APGBGNDD_01370	CDS	1608	dexB	3.2.1.70	COG0366	Glucan 1,6-alpha-glucosidase
APGBGNDD_01371	CDS	153				hypothetical protein
APGBGNDD_01372	CDS	339				IS630 family transposase IS630-Spn1
APGBGNDD_01373	CDS	816	kduD	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
APGBGNDD_01374	CDS	642				hypothetical protein
APGBGNDD_01375	CDS	1002	kdgK	2.7.1.45		2-dehydro-3-deoxygluconokinase
APGBGNDD_01376	CDS	630	kdgA		COG0800	KHG/KDPG aldolase
APGBGNDD_01377	CDS	216				IS200/IS605 family transposase ISStin10
APGBGNDD_01378	CDS	3204		4.2.2.1		Hyaluronate lyase
APGBGNDD_01379	CDS	477	bsaA			Glutathione peroxidase BsaA
APGBGNDD_01380	CDS	2214				hypothetical protein
APGBGNDD_01381	CDS	126				hypothetical protein
APGBGNDD_01382	CDS	177				hypothetical protein
APGBGNDD_01383	CDS	1347	licC_3		COG1455	Lichenan permease IIC component
APGBGNDD_01384	CDS	507				hypothetical protein
APGBGNDD_01385	CDS	315	lacF_3		COG1447	PTS system lactose-specific EIIA component
APGBGNDD_01386	CDS	1974	licR_2		COG1762	putative licABCH operon regulator
APGBGNDD_01387	CDS	315				hypothetical protein
APGBGNDD_01388	CDS	240			COG4095	Sugar transporter SemiSWEET
APGBGNDD_01389	CDS	1437	bglA	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglA
APGBGNDD_01390	CDS	339				hypothetical protein
APGBGNDD_01391	CDS	171				hypothetical protein
APGBGNDD_01392	CDS	393	rpsI		COG0103	30S ribosomal protein S9
APGBGNDD_01393	CDS	447	rplM			50S ribosomal protein L13
APGBGNDD_01394	CDS	927	oppF		COG4608	Oligopeptide transport ATP-binding protein OppF
APGBGNDD_01395	CDS	1068	oppD		COG0444	Oligopeptide transport ATP-binding protein OppD
APGBGNDD_01396	CDS	927	oppC		COG1173	Oligopeptide transport system permease protein OppC
APGBGNDD_01397	CDS	1497				hypothetical protein
APGBGNDD_01398	CDS	1980	amiA		COG4166	Oligopeptide-binding protein AmiA
APGBGNDD_01399	CDS	1194				hypothetical protein
APGBGNDD_01400	CDS	1443	gtfA	2.4.1.7	COG0366	Sucrose phosphorylase
APGBGNDD_01401	CDS	834	ngcG		COG0395	Diacetylchitobiose uptake system permease protein NgcG
APGBGNDD_01402	CDS	867	melD		COG1175	Melibiose/raffinose/stachyose import permease protein MelD
APGBGNDD_01403	CDS	1260	msmE		COG1653	Multiple sugar-binding protein
APGBGNDD_01404	CDS	2163	agaA_2	3.2.1.22		Alpha-galactosidase AgaA
APGBGNDD_01405	CDS	861				hypothetical protein
APGBGNDD_01406	CDS	936	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
APGBGNDD_01407	tRNA	90				tRNA-Ser(gct)
APGBGNDD_01408	tRNA	76				tRNA-Ile(gat)
APGBGNDD_01409	tRNA	71				tRNA-Gly(tcc)
APGBGNDD_01410	tRNA	73				tRNA-Phe(gaa)
APGBGNDD_01411	tRNA	74				tRNA-Met(cat)
APGBGNDD_01412	tRNA	90				tRNA-Ser(tga)
APGBGNDD_01413	tRNA	74				tRNA-Met(cat)
APGBGNDD_01414	tRNA	76				tRNA-Met(cat)
APGBGNDD_01415	tRNA	76				tRNA-Pro(tgg)
APGBGNDD_01416	tRNA	74				tRNA-Arg(acg)
APGBGNDD_01417	tRNA	86				tRNA-Leu(taa)
APGBGNDD_01418	tRNA	72				tRNA-Gly(gcc)
APGBGNDD_01419	tRNA	73				tRNA-Thr(tgt)
APGBGNDD_01420	tRNA	84				tRNA-Leu(tag)
APGBGNDD_01421	tRNA	73				tRNA-Lys(ttt)
APGBGNDD_01422	tRNA	73				tRNA-Asp(gtc)
APGBGNDD_01423	tRNA	73				tRNA-Val(tac)
APGBGNDD_01424	rRNA	109				5S ribosomal RNA
APGBGNDD_01425	CDS	3378	iga_1	3.4.24.13		Immunoglobulin A1 protease
APGBGNDD_01426	CDS	1722				hypothetical protein
APGBGNDD_01427	CDS	618				hypothetical protein
APGBGNDD_01428	CDS	927				hypothetical protein
APGBGNDD_01429	CDS	960	glcK	2.7.1.2	COG1940	Glucokinase
APGBGNDD_01430	CDS	840	thyA	2.1.1.45	COG0207	Thymidylate synthase
APGBGNDD_01431	CDS	171				hypothetical protein
APGBGNDD_01432	CDS	885	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
APGBGNDD_01433	CDS	1239	hflX		COG2262	GTPase HflX
APGBGNDD_01434	CDS	624				hypothetical protein
APGBGNDD_01435	CDS	930	rnz	3.1.26.11	COG1234	Ribonuclease Z
APGBGNDD_01436	CDS	756		1.-.-.-		putative oxidoreductase
APGBGNDD_01437	CDS	969				hypothetical protein
APGBGNDD_01438	CDS	270				hypothetical protein
APGBGNDD_01439	CDS	381				hypothetical protein
APGBGNDD_01440	CDS	228				hypothetical protein
APGBGNDD_01441	CDS	726	rsuA_2	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
APGBGNDD_01442	CDS	1842	typA		COG1217	GTP-binding protein TypA/BipA
APGBGNDD_01443	CDS	255				hypothetical protein
APGBGNDD_01444	CDS	1851				hypothetical protein
APGBGNDD_01445	CDS	633		3.1.3.5	COG0546	5'-nucleotidase
APGBGNDD_01446	CDS	873	sdhA	4.3.1.17		L-serine dehydratase, alpha chain
APGBGNDD_01447	CDS	672	sdhB	4.3.1.17		L-serine dehydratase, beta chain
APGBGNDD_01448	CDS	573				hypothetical protein
APGBGNDD_01449	CDS	249				hypothetical protein
APGBGNDD_01450	CDS	2109				hypothetical protein
APGBGNDD_01451	CDS	642	macB	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
APGBGNDD_01452	CDS	807	artP_2		COG0834	Arginine-binding extracellular protein ArtP
APGBGNDD_01453	CDS	1080	argG	6.3.4.5		Argininosuccinate synthase
APGBGNDD_01454	CDS	1374	argH	4.3.2.1	COG0165	Argininosuccinate lyase
APGBGNDD_01455	CDS	864				hypothetical protein
APGBGNDD_01456	CDS	2220	lagD_1	3.4.22.-		Lactococcin-G-processing and transport ATP-binding protein LagD
APGBGNDD_01457	CDS	468				hypothetical protein
APGBGNDD_01458	CDS	1353				hypothetical protein
